,ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand_High,PriceBand_Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,DisplayName,PriceNumerator,PriceDenominator,DetailedDescription
10,NSEFO,10370594,4,CHAMBLFERT,CHAMBLFERT25JAN25FEBFUT,FUTSTK,CHAMBLFERT-FUTSTK,2100110370594,12.4,-12.4,57001,0.05,1900,1,-1,,2025-01-30T14:30:00,CHAMBLFERT 30JAN27FEB SPD,1,1,CHAMBLFERT25JAN25FEBFUT
11,NSEFO,9027530,4,ABFRL,ABFRL25JAN25FEBFUT,FUTSTK,ABFRL-FUTSTK,2100109027530,7.05,-7.05,78001,0.05,2600,1,-1,,2025-01-30T14:30:00,ABFRL 30JAN27FEB SPD,1,1,ABFRL25JAN25FEBFUT
12,NSEFO,10070032,4,LICI,LICI25JAN25FEBFUT,FUTSTK,LICI-FUTSTK,2100110070032,22.3,-22.3,23001,0.05,575,1,-1,,2025-01-30T14:30:00,LICI 30JAN27FEB SPD,1,1,LICI25JAN25FEBFUT
13,NSEFO,10037350,4,JIOFIN,JIOFIN25FEB25MARFUT,FUTSTK,JIOFIN-FUTSTK,2100110037350,7.6,-7.6,66001,0.05,1650,1,-1,,2025-02-27T14:30:00,JIOFIN 27FEB27MAR SPD,1,1,JIOFIN25FEB25MARFUT
14,NSEFO,10670131,4,UNIONBANK,UNIONBANK25JAN25FEBFUT,FUTSTK,UNIONBANK-FUTSTK,2100110670131,3.02,-3.02,177001,0.01,4425,1,-1,,2025-01-30T14:30:00,UNIONBANK 30JAN27FEB SPD,1,1,UNIONBANK25JAN25FEBFUT
15,NSEFO,10684787,4,YESBANK,YESBANK25JAN25FEBFUT,FUTSTK,YESBANK-FUTSTK,2100110684787,0.49,-0.49,1040001,0.01,26000,1,-1,,2025-01-30T14:30:00,YESBANK 30JAN27FEB SPD,1,1,YESBANK25JAN25FEBFUT
16,NSEFO,10542595,4,IDFCFIRSTB,IDFCFIRSTB25JAN25FEBFUT,FUTSTK,IDFCFIRSTB-FUTSTK,2100110542595,1.58,-1.58,375001,0.01,7500,1,-1,,2025-01-30T14:30:00,IDFCFIRSTB 30JAN27FEB SPD,1,1,IDFCFIRSTB25JAN25FEBFUT
17,NSEFO,10536795,4,HINDCOPPER,HINDCOPPER25JAN25FEBFUT,FUTSTK,HINDCOPPER-FUTSTK,2100110536795,6.22,-6.22,79501,0.01,2650,1,-1,,2025-01-30T14:30:00,HINDCOPPER 30JAN27FEB SPD,1,1,HINDCOPPER25JAN25FEBFUT
18,NSEFO,9574239,4,BEL,BEL25JAN25FEBFUT,FUTSTK,BEL-FUTSTK,2100109574239,7.4,-7.4,85501,0.05,2850,1,-1,,2025-01-30T14:30:00,BEL 30JAN27FEB SPD,1,1,BEL25JAN25FEBFUT
19,NSEFO,9048910,4,BANKNIFTY,BANKNIFTY25FEB25MARFUT,FUTIDX,BANKNIFTY-FUTIDX,2100109048910,1033.05,-1033.05,901,0.05,30,1,-1,,2025-02-26T14:30:00,BANKNIFTY 26FEB26MAR SPD,1,1,BANKNIFTY25FEB25MARFUT
20,NSEFO,10560268,4,LAURUSLABS,LAURUSLABS25JAN25FEBFUT,FUTSTK,LAURUSLABS-FUTSTK,2100110560268,15.2,-15.2,51001,0.05,1700,1,-1,,2025-01-30T14:30:00,LAURUSLABS 30JAN27FEB SPD,1,1,LAURUSLABS25JAN25FEBFUT
21,NSEFO,10525354,4,GODREJCP,GODREJCP25JAN25FEBFUT,FUTSTK,GODREJCP-FUTSTK,2100110525354,27.25,-27.25,20001,0.05,500,1,-1,,2025-01-30T14:30:00,GODREJCP 30JAN27FEB SPD,1,1,GODREJCP25JAN25FEBFUT
22,NSEFO,9037200,4,ASTRAL,ASTRAL25FEB25MARFUT,FUTSTK,ASTRAL-FUTSTK,2100109037200,41.8,-41.8,14681,0.05,367,1,-1,,2025-02-27T14:30:00,ASTRAL 27FEB27MAR SPD,1,1,ASTRAL25FEB25MARFUT
23,NSEFO,10529719,4,HAL,HAL25JAN25FEBFUT,FUTSTK,HAL-FUTSTK,2100110529719,105.2,-105.2,6001,0.05,150,1,-1,,2025-01-30T14:30:00,HAL 30JAN27FEB SPD,1,1,HAL25JAN25FEBFUT
24,NSEFO,10010573,4,INDIGO,INDIGO25FEB25MARFUT,FUTSTK,INDIGO-FUTSTK,2100110010573,115.5,-115.5,6001,0.05,150,1,-1,,2025-02-27T14:30:00,INDIGO 27FEB27MAR SPD,1,1,INDIGO25FEB25MARFUT
25,NSEFO,10002882,4,IEX,IEX25FEB25MARFUT,FUTSTK,IEX-FUTSTK,2100110002882,4.57,-4.57,112501,0.01,3750,1,-1,,2025-02-27T14:30:00,IEX 27FEB27MAR SPD,1,1,IEX25FEB25MARFUT
26,NSEFO,10404341,4,OIL,OIL25FEB25MARFUT,FUTSTK,OIL-FUTSTK,2100110404341,10.9,-10.9,53751,0.05,1075,1,-1,,2025-02-27T14:30:00,OIL 27FEB27MAR SPD,1,1,OIL25FEB25MARFUT
27,NSEFO,9071008,4,AUROPHARMA,AUROPHARMA25FEB25MARFUT,FUTSTK,AUROPHARMA-FUTSTK,2100109071008,33.8,-33.8,16501,0.05,550,1,-1,,2025-02-27T14:30:00,AUROPHARMA 27FEB27MAR SPD,1,1,AUROPHARMA25FEB25MARFUT
28,NSEFO,10083007,4,MUTHOOTFIN,MUTHOOTFIN25FEB25MARFUT,FUTSTK,MUTHOOTFIN-FUTSTK,2100110083007,54,-54,11001,0.05,275,1,-1,,2025-02-27T14:30:00,MUTHOOTFIN 27FEB27MAR SPD,1,1,MUTHOOTFIN25FEB25MARFUT
29,NSEFO,10074991,4,LODHA,LODHA25FEB25MARFUT,FUTSTK,LODHA-FUTSTK,2100110074991,35.05,-35.05,18001,0.05,450,1,-1,,2025-02-27T14:30:00,LODHA 27FEB27MAR SPD,1,1,LODHA25FEB25MARFUT
30,NSEFO,10533695,4,POONAWALLA,POONAWALLA25FEB25MARFUT,FUTSTK,POONAWALLA-FUTSTK,2100110533695,7.75,-7.75,72501,0.05,1450,1,-1,,2025-02-27T14:30:00,POONAWALLA 27FEB27MAR SPD,1,1,POONAWALLA25FEB25MARFUT
31,NSEFO,10924514,4,TATAMOTORS,TATAMOTORS25JAN25FEBFUT,FUTSTK,TATAMOTORS-FUTSTK,2100110924514,18.65,-18.65,27501,0.05,550,1,-1,,2025-01-30T14:30:00,TATAMOTORS 30JAN27FEB SPD,1,1,TATAMOTORS25JAN25FEBFUT
32,NSEFO,9014641,4,ADANIPORTS,ADANIPORTS25FEB25MARFUT,FUTSTK,ADANIPORTS-FUTSTK,2100109014641,31.05,-31.05,16001,0.05,400,1,-1,,2025-02-27T14:30:00,ADANIPORTS 27FEB27MAR SPD,1,1,ADANIPORTS25FEB25MARFUT
33,NSEFO,10492031,4,DABUR,DABUR25JAN25FEBFUT,FUTSTK,DABUR-FUTSTK,2100110492031,12.75,-12.75,50001,0.05,1250,1,-1,,2025-01-30T14:30:00,DABUR 30JAN27FEB SPD,1,1,DABUR25JAN25FEBFUT
34,NSEFO,9003505,4,ADANIENT,ADANIENT25FEB25MARFUT,FUTSTK,ADANIENT-FUTSTK,2100109003505,64.1,-64.1,9001,0.05,300,1,-1,,2025-02-27T14:30:00,ADANIENT 27FEB27MAR SPD,1,1,ADANIENT25FEB25MARFUT
35,NSEFO,9176652,4,BSOFT,BSOFT25FEB25MARFUT,FUTSTK,BSOFT-FUTSTK,2100109176652,14.2,-14.2,40001,0.05,1000,1,-1,,2025-02-27T14:30:00,BSOFT 27FEB27MAR SPD,1,1,BSOFT25FEB25MARFUT
36,NSEFO,10530245,4,HAVELLS,HAVELLS25JAN25FEBFUT,FUTSTK,HAVELLS-FUTSTK,2100110530245,42.2,-42.2,15001,0.05,500,1,-1,,2025-01-30T14:30:00,HAVELLS 30JAN27FEB SPD,1,1,HAVELLS25JAN25FEBFUT
37,NSEFO,10621800,4,SRF,SRF25FEB25MARFUT,FUTSTK,SRF-FUTSTK,2100110621800,56.55,-56.55,11251,0.05,375,1,-1,,2025-02-27T14:30:00,SRF 27FEB27MAR SPD,1,1,SRF25FEB25MARFUT
38,NSEFO,10579483,4,MANAPPURAM,MANAPPURAM25JAN25FEBFUT,FUTSTK,MANAPPURAM-FUTSTK,2100110579483,4.73,-4.73,120001,0.01,3000,1,-1,,2025-01-30T14:30:00,MANAPPURAM 30JAN27FEB SPD,1,1,MANAPPURAM25JAN25FEBFUT
39,NSEFO,10546467,4,INDUSINDBK,INDUSINDBK25JAN25FEBFUT,FUTSTK,INDUSINDBK-FUTSTK,2100110546467,24.15,-24.15,20001,0.05,500,1,-1,,2025-01-30T14:30:00,INDUSINDBK 30JAN27FEB SPD,1,1,INDUSINDBK25JAN25FEBFUT
40,NSEFO,10037187,4,JSL,JSL25JAN25FEBFUT,FUTSTK,JSL-FUTSTK,2100110037187,17.6,-17.6,31001,0.05,775,1,-1,,2025-01-30T14:30:00,JSL 30JAN27FEB SPD,1,1,JSL25JAN25FEBFUT
41,NSEFO,9099344,4,ASHOKLEY,ASHOKLEY25JAN25FEBFUT,FUTSTK,ASHOKLEY-FUTSTK,2100109099344,5.54,-5.54,100001,0.01,2500,1,-1,,2025-01-30T14:30:00,ASHOKLEY 30JAN27FEB SPD,1,1,ASHOKLEY25JAN25FEBFUT
42,NSEFO,10527149,4,GRASIM,GRASIM25JAN25FEBFUT,FUTSTK,GRASIM-FUTSTK,2100110527149,61.55,-61.55,10001,0.05,250,1,-1,,2025-01-30T14:30:00,GRASIM 30JAN27FEB SPD,1,1,GRASIM25JAN25FEBFUT
43,NSEFO,10368124,4,BSOFT,BSOFT25JAN25FEBFUT,FUTSTK,BSOFT-FUTSTK,2100110368124,14.15,-14.15,40001,0.05,1000,1,-1,,2025-01-30T14:30:00,BSOFT 30JAN27FEB SPD,1,1,BSOFT25JAN25FEBFUT
44,NSEFO,10674586,4,UPL,UPL25FEB25MARFUT,FUTSTK,UPL-FUTSTK,2100110674586,12.7,-12.7,40651,0.05,1355,1,-1,,2025-02-27T14:30:00,UPL 27FEB27MAR SPD,1,1,UPL25FEB25MARFUT
45,NSEFO,10507554,4,PIDILITIND,PIDILITIND25FEB25MARFUT,FUTSTK,PIDILITIND-FUTSTK,2100110507554,73.4,-73.4,7501,0.05,250,1,-1,,2025-02-27T14:30:00,PIDILITIND 27FEB27MAR SPD,1,1,PIDILITIND25FEB25MARFUT
46,NSEFO,9074863,4,BAJAJ-AUTO,BAJAJ-AUTO25FEB25MARFUT,FUTSTK,BAJAJ-AUTO-FUTSTK,2100109074863,222.95,-222.95,3001,0.05,75,1,-1,,2025-02-27T14:30:00,BAJAJ-AUTO 27FEB27MAR SPD,1,1,BAJAJ-AUTO25FEB25MARFUT
47,NSEFO,9017033,4,ABCAPITAL,ABCAPITAL25JAN25FEBFUT,FUTSTK,ABCAPITAL-FUTSTK,2100109017033,4.47,-4.47,108001,0.01,2700,1,-1,,2025-01-30T14:30:00,ABCAPITAL 30JAN27FEB SPD,1,1,ABCAPITAL25JAN25FEBFUT
48,NSEFO,10578200,4,LUPIN,LUPIN25JAN25FEBFUT,FUTSTK,LUPIN-FUTSTK,2100110578200,59.25,-59.25,12751,0.05,425,1,-1,,2025-01-30T14:30:00,LUPIN 30JAN27FEB SPD,1,1,LUPIN25JAN25FEBFUT
49,NSEFO,10002625,4,IDFCFIRSTB,IDFCFIRSTB25FEB25MARFUT,FUTSTK,IDFCFIRSTB-FUTSTK,2100110002625,1.59,-1.59,375001,0.01,7500,1,-1,,2025-02-27T14:30:00,IDFCFIRSTB 27FEB27MAR SPD,1,1,IDFCFIRSTB25FEB25MARFUT
50,NSEFO,10078117,4,MARUTI,MARUTI25FEB25MARFUT,FUTSTK,MARUTI-FUTSTK,2100110078117,274.85,-274.85,2001,0.05,50,1,-1,,2025-02-27T14:30:00,MARUTI 27FEB27MAR SPD,1,1,MARUTI25FEB25MARFUT
51,NSEFO,9900990,4,GMRAIRPORT,GMRAIRPORT25FEB25MARFUT,FUTSTK,GMRAIRPORT-FUTSTK,2100109900990,1.98,-1.98,281251,0.01,5625,1,-1,,2025-02-27T14:30:00,GMRAIRPORT 27FEB27MAR SPD,1,1,GMRAIRPORT25FEB25MARFUT
52,NSEFO,9940146,4,HCLTECH,HCLTECH25FEB25MARFUT,FUTSTK,HCLTECH-FUTSTK,2100109940146,48.15,-48.15,14001,0.05,350,1,-1,,2025-02-27T14:30:00,HCLTECH 27FEB27MAR SPD,1,1,HCLTECH25FEB25MARFUT
53,NSEFO,8998329,4,NIFTY,NIFTY25FEB25MARFUT,FUTIDX,NIFTY-FUTIDX,2100108998329,479.05,-479.05,1801,0.05,75,1,-1,,2025-02-27T14:30:00,NIFTY 27FEB27MAR SPD,1,1,NIFTY25FEB25MARFUT
54,NSEFO,10073449,4,LICHSGFIN,LICHSGFIN25FEB25MARFUT,FUTSTK,LICHSGFIN-FUTSTK,2100110073449,15.15,-15.15,40001,0.05,1000,1,-1,,2025-02-27T14:30:00,LICHSGFIN 27FEB27MAR SPD,1,1,LICHSGFIN25FEB25MARFUT
55,NSEFO,9788652,4,COLPAL,COLPAL25FEB25MARFUT,FUTSTK,COLPAL-FUTSTK,2100109788652,67.9,-67.9,8751,0.05,175,1,-1,,2025-02-27T14:30:00,COLPAL 27FEB27MAR SPD,1,1,COLPAL25FEB25MARFUT
56,NSEFO,10670734,4,ULTRACEMCO,ULTRACEMCO25FEB25MARFUT,FUTSTK,ULTRACEMCO-FUTSTK,2100110670734,287.8,-287.8,2001,0.05,50,1,-1,,2025-02-27T14:30:00,ULTRACEMCO 27FEB27MAR SPD,1,1,ULTRACEMCO25FEB25MARFUT
57,NSEFO,10595631,4,MOTHERSON,MOTHERSON25JAN25FEBFUT,FUTSTK,MOTHERSON-FUTSTK,2100110595631,3.92,-3.92,142001,0.01,3550,1,-1,,2025-01-30T14:30:00,MOTHERSON 30JAN27FEB SPD,1,1,MOTHERSON25JAN25FEBFUT
58,NSEFO,10643835,4,TATACONSUM,TATACONSUM25FEB25MARFUT,FUTSTK,TATACONSUM-FUTSTK,2100110643835,23.15,-23.15,22801,0.05,456,1,-1,,2025-02-27T14:30:00,TATACONSUM 27FEB27MAR SPD,1,1,TATACONSUM25FEB25MARFUT
59,NSEFO,10931994,4,TITAN,TITAN25JAN25FEBFUT,FUTSTK,TITAN-FUTSTK,2100110931994,81.95,-81.95,7001,0.05,175,1,-1,,2025-01-30T14:30:00,TITAN 30JAN27FEB SPD,1,1,TITAN25JAN25FEBFUT
60,NSEFO,10657557,4,TIINDIA,TIINDIA25JAN25FEBFUT,FUTSTK,TIINDIA-FUTSTK,2100110657557,89.75,-89.75,6001,0.05,150,1,-1,,2025-01-30T14:30:00,TIINDIA 30JAN27FEB SPD,1,1,TIINDIA25JAN25FEBFUT
61,NSEFO,10670221,4,TVSMOTOR,TVSMOTOR25FEB25MARFUT,FUTSTK,TVSMOTOR-FUTSTK,2100110670221,59.9,-59.9,10501,0.05,350,1,-1,,2025-02-27T14:30:00,TVSMOTOR 27FEB27MAR SPD,1,1,TVSMOTOR25FEB25MARFUT
62,NSEFO,9994944,4,IDEA,IDEA25FEB25MARFUT,FUTSTK,IDEA-FUTSTK,2100109994944,0.2,-0.2,2000001,0.01,40000,1,-1,,2025-02-27T14:30:00,IDEA 27FEB27MAR SPD,1,1,IDEA25FEB25MARFUT
63,NSEFO,10566678,4,LTIM,LTIM25JAN25FEBFUT,FUTSTK,LTIM-FUTSTK,2100110566678,140.55,-140.55,4501,0.05,150,1,-1,,2025-01-30T14:30:00,LTIM 30JAN27FEB SPD,1,1,LTIM25JAN25FEBFUT
64,NSEFO,10920535,4,SBIN,SBIN25JAN25FEBFUT,FUTSTK,SBIN-FUTSTK,2100110920535,20.05,-20.05,30001,0.05,750,1,-1,,2025-01-30T14:30:00,SBIN 30JAN27FEB SPD,1,1,SBIN25JAN25FEBFUT
65,NSEFO,9034125,4,ASHOKLEY,ASHOKLEY25FEB25MARFUT,FUTSTK,ASHOKLEY-FUTSTK,2100109034125,5.54,-5.54,100001,0.01,2500,1,-1,,2025-02-27T14:30:00,ASHOKLEY 27FEB27MAR SPD,1,1,ASHOKLEY25FEB25MARFUT
66,NSEFO,9795959,4,CYIENT,CYIENT25JAN25FEBFUT,FUTSTK,CYIENT-FUTSTK,2100109795959,46.25,-46.25,12001,0.05,300,1,-1,,2025-01-30T14:30:00,CYIENT 30JAN27FEB SPD,1,1,CYIENT25JAN25FEBFUT
67,NSEFO,10492980,4,DIVISLAB,DIVISLAB25JAN25FEBFUT,FUTSTK,DIVISLAB-FUTSTK,2100110492980,153.55,-153.55,4001,0.05,100,1,-1,,2025-01-30T14:30:00,DIVISLAB 30JAN27FEB SPD,1,1,DIVISLAB25JAN25FEBFUT
68,NSEFO,10503693,4,PERSISTENT,PERSISTENT25FEB25MARFUT,FUTSTK,PERSISTENT-FUTSTK,2100110503693,161.2,-161.2,4001,0.05,100,1,-1,,2025-02-27T14:30:00,PERSISTENT 27FEB27MAR SPD,1,1,PERSISTENT25FEB25MARFUT
69,NSEFO,10668940,4,TRENT,TRENT25FEB25MARFUT,FUTSTK,TRENT-FUTSTK,2100110668940,179.85,-179.85,3001,0.05,100,1,-1,,2025-02-27T14:30:00,TRENT 27FEB27MAR SPD,1,1,TRENT25FEB25MARFUT
70,NSEFO,10534215,4,HEROMOTOCO,HEROMOTOCO25JAN25FEBFUT,FUTSTK,HEROMOTOCO-FUTSTK,2100110534215,104.8,-104.8,4501,0.05,150,1,-1,,2025-01-30T14:30:00,HEROMOTOCO 30JAN27FEB SPD,1,1,HEROMOTOCO25JAN25FEBFUT
71,NSEFO,10584617,4,MFSL,MFSL25JAN25FEBFUT,FUTSTK,MFSL-FUTSTK,2100110584617,28.05,-28.05,24001,0.05,800,1,-1,,2025-01-30T14:30:00,MFSL 30JAN27FEB SPD,1,1,MFSL25JAN25FEBFUT
72,NSEFO,10616144,4,SAIL,SAIL25FEB25MARFUT,FUTSTK,SAIL-FUTSTK,2100110616144,2.85,-2.85,200001,0.01,4000,1,-1,,2025-02-27T14:30:00,SAIL 27FEB27MAR SPD,1,1,SAIL25FEB25MARFUT
73,NSEFO,10472147,4,CONCOR,CONCOR25JAN25FEBFUT,FUTSTK,CONCOR-FUTSTK,2100110472147,19.8,-19.8,30001,0.05,1000,1,-1,,2025-01-30T14:30:00,CONCOR 30JAN27FEB SPD,1,1,CONCOR25JAN25FEBFUT
74,NSEFO,9992441,4,ICICIGI,ICICIGI25FEB25MARFUT,FUTSTK,ICICIGI-FUTSTK,2100109992441,45.2,-45.2,12501,0.05,250,1,-1,,2025-02-27T14:30:00,ICICIGI 27FEB27MAR SPD,1,1,ICICIGI25FEB25MARFUT
75,NSEFO,9441799,4,BANDHANBNK,BANDHANBNK25JAN25FEBFUT,FUTSTK,BANDHANBNK-FUTSTK,2100109441799,3.99,-3.99,140001,0.01,2800,1,-1,,2025-01-30T14:30:00,BANDHANBNK 30JAN27FEB SPD,1,1,BANDHANBNK25JAN25FEBFUT
76,NSEFO,10539741,4,ICICIGI,ICICIGI25JAN25FEBFUT,FUTSTK,ICICIGI-FUTSTK,2100110539741,44.95,-44.95,12501,0.05,250,1,-1,,2025-01-30T14:30:00,ICICIGI 30JAN27FEB SPD,1,1,ICICIGI25JAN25FEBFUT
77,NSEFO,10066434,4,KEI,KEI25JAN25FEBFUT,FUTSTK,KEI-FUTSTK,2100110066434,111.8,-111.8,6001,0.05,150,1,-1,,2025-01-30T14:30:00,KEI 30JAN27FEB SPD,1,1,KEI25JAN25FEBFUT
78,NSEFO,9033100,4,APOLLOTYRE,APOLLOTYRE25FEB25MARFUT,FUTSTK,APOLLOTYRE-FUTSTK,2100109033100,13.05,-13.05,51001,0.05,1700,1,-1,,2025-02-27T14:30:00,APOLLOTYRE 27FEB27MAR SPD,1,1,APOLLOTYRE25FEB25MARFUT
79,NSEFO,10523010,4,GMRAIRPORT,GMRAIRPORT25JAN25FEBFUT,FUTSTK,GMRAIRPORT-FUTSTK,2100110523010,1.97,-1.97,281251,0.01,5625,1,-1,,2025-01-30T14:30:00,GMRAIRPORT 30JAN27FEB SPD,1,1,GMRAIRPORT25JAN25FEBFUT
80,NSEFO,10922079,4,SIEMENS,SIEMENS25JAN25FEBFUT,FUTSTK,SIEMENS-FUTSTK,2100110922079,164.55,-164.55,3001,0.05,75,1,-1,,2025-01-30T14:30:00,SIEMENS 30JAN27FEB SPD,1,1,SIEMENS25JAN25FEBFUT
81,NSEFO,10367617,4,BRITANNIA,BRITANNIA25JAN25FEBFUT,FUTSTK,BRITANNIA-FUTSTK,2100110367617,119.8,-119.8,5001,0.05,100,1,-1,,2025-01-30T14:30:00,BRITANNIA 30JAN27FEB SPD,1,1,BRITANNIA25JAN25FEBFUT
82,NSEFO,10917300,4,PNB,PNB25JAN25FEBFUT,FUTSTK,PNB-FUTSTK,2100110917300,2.58,-2.58,240001,0.01,8000,1,-1,,2025-01-30T14:30:00,PNB 30JAN27FEB SPD,1,1,PNB25JAN25FEBFUT
83,NSEFO,10076821,4,M&MFIN,M&MFIN25FEB25MARFUT,FUTSTK,M&MFIN-FUTSTK,2100110076821,6.6,-6.6,80001,0.05,2000,1,-1,,2025-02-27T14:30:00,M&MFIN 27FEB27MAR SPD,1,1,M&MFIN25FEB25MARFUT
84,NSEFO,10643570,4,TATACOMM,TATACOMM25FEB25MARFUT,FUTSTK,TATACOMM-FUTSTK,2100110643570,43.15,-43.15,12501,0.05,250,1,-1,,2025-02-27T14:30:00,TATACOMM 27FEB27MAR SPD,1,1,TATACOMM25FEB25MARFUT
85,NSEFO,9102941,4,BANKINDIA,BANKINDIA25JAN25FEBFUT,FUTSTK,BANKINDIA-FUTSTK,2100109102941,2.55,-2.55,193001,0.01,4825,1,-1,,2025-01-30T14:30:00,BANKINDIA 30JAN27FEB SPD,1,1,BANKINDIA25JAN25FEBFUT
86,NSEFO,9015667,4,ALKEM,ALKEM25FEB25MARFUT,FUTSTK,ALKEM-FUTSTK,2100109015667,140.9,-140.9,4001,0.05,100,1,-1,,2025-02-27T14:30:00,ALKEM 27FEB27MAR SPD,1,1,ALKEM25FEB25MARFUT
87,NSEFO,9299569,4,CGPOWER,CGPOWER25JAN25FEBFUT,FUTSTK,CGPOWER-FUTSTK,2100109299569,18.35,-18.35,29001,0.05,725,1,-1,,2025-01-30T14:30:00,CGPOWER 30JAN27FEB SPD,1,1,CGPOWER25JAN25FEBFUT
88,NSEFO,9894436,4,EXIDEIND,EXIDEIND25FEB25MARFUT,FUTSTK,EXIDEIND-FUTSTK,2100109894436,10.6,-10.6,54001,0.05,1800,1,-1,,2025-02-27T14:30:00,EXIDEIND 27FEB27MAR SPD,1,1,EXIDEIND25FEB25MARFUT
89,NSEFO,10015774,4,IOC,IOC25FEB25MARFUT,FUTSTK,IOC-FUTSTK,2100110015774,3.44,-3.44,195001,0.01,4875,1,-1,,2025-02-27T14:30:00,IOC 27FEB27MAR SPD,1,1,IOC25FEB25MARFUT
90,NSEFO,9635780,4,CIPLA,CIPLA25FEB25MARFUT,FUTSTK,CIPLA-FUTSTK,2100109635780,38.65,-38.65,16251,0.05,325,1,-1,,2025-02-27T14:30:00,CIPLA 27FEB27MAR SPD,1,1,CIPLA25FEB25MARFUT
91,NSEFO,9831097,4,CYIENT,CYIENT25FEB25MARFUT,FUTSTK,CYIENT-FUTSTK,2100109831097,46.55,-46.55,12001,0.05,300,1,-1,,2025-02-27T14:30:00,CYIENT 27FEB27MAR SPD,1,1,CYIENT25FEB25MARFUT
92,NSEFO,10693819,4,ZOMATO,ZOMATO25FEB25MARFUT,FUTSTK,ZOMATO-FUTSTK,2100110693819,7.05,-7.05,80001,0.05,2000,1,-1,,2025-02-27T14:30:00,ZOMATO 27FEB27MAR SPD,1,1,ZOMATO25FEB25MARFUT
93,NSEFO,9075146,4,BAJAJFINSV,BAJAJFINSV25FEB25MARFUT,FUTSTK,BAJAJFINSV-FUTSTK,2100109075146,39.75,-39.75,15001,0.05,500,1,-1,,2025-02-27T14:30:00,BAJAJFINSV 27FEB27MAR SPD,1,1,BAJAJFINSV25FEB25MARFUT
